customer_id,age,gender,annual_income,last_visited_days_ago,session_duration,pages_visited,device,purchase
4159,47,female,71119,17,24,17,desktop,0
4160,64,male,28009,17,59,5,desktop,0
4161,,male,130210,,1,1,mobile,0
4162,36,male,81829,25,51,15,tablet,1
4163,67,female,58230,12,50,10,tablet,0
4164,25,male,131364,21,34,11,mobile,0
4165,,male,76049,11,60,18,desktop,0
4166,66,male,121762,8,59,13,desktop,0
4167,57,male,143273,29,12,20,desktop,0
4168,,female,139466,4,17,,desktop,1
4169,47,female,187570,,21,19,tablet,0
4170,24,female,139053,29,21,12,tablet,0
4171,20,female,179892,,,14,mobile,0
4172,18,female,191387,15,44,,mobile,0
4173,53,male,115018,27,,10,mobile,1
4174,42,male,52795,9,25,4,tablet,1
4175,54,nan,133812,29,44,1,tablet,1
4176,18,female,105411,15,6,,tablet,1
4177,32,male,59191,13,42,11,mobile,0
4178,54,female,32453,24,30,7,tablet,0
4179,30,male,140848,1,32,17,desktop,0
4180,57,female,134165,30,22,17,tablet,0
4181,25,male,69993,27,58,9,desktop,0
4182,22,male,130780,24,38,10,desktop,0
4183,26,male,65706,18,14,6,desktop,1
4184,18,male,193889,10,34,17,tablet,1
4185,,nan,111434,18,43,16,mobile,0
4186,52,male,70799,27,47,7,desktop,0
4187,19,nan,139586,10,58,19,desktop,0
4188,57,male,80964,,,4,tablet,0
4189,40,female,,14,,20,tablet,0
4190,26,male,129987,24,54,17,desktop,0
4191,51,male,81926,30,13,9,mobile,0
4192,63,male,23801,6,30,11,tablet,0
4193,31,male,192120,14,19,1,desktop,0
4194,21,male,60144,29,42,7,mobile,0
4195,47,female,,,41,5,tablet,0
4196,48,female,161220,30,50,5,mobile,0
4197,55,female,132364,23,39,1,desktop,1
4198,28,male,,,3,6,mobile,0
4199,52,female,170933,24,,13,desktop,0
4200,25,male,173552,7,12,15,tablet,0
4201,20,male,38637,29,15,4,desktop,0
4202,31,male,64621,3,54,17,desktop,0
4203,30,male,67431,17,53,13,tablet,1
4204,62,female,119937,13,45,11,desktop,1
4205,49,female,76172,28,38,4,mobile,0
4206,51,female,45437,26,40,,tablet,1
4207,62,nan,159221,20,14,19,mobile,1
4208,36,female,165743,17,35,7,tablet,1
4209,55,female,43119,3,16,14,desktop,0
4210,,male,197189,29,50,16,mobile,1
4211,19,female,167351,27,24,9,tablet,0
4212,57,male,88835,1,17,2,mobile,0
4213,34,female,155875,20,18,16,tablet,1
4214,51,nan,80805,5,42,5,tablet,0
4215,59,female,38201,10,,,mobile,0
4216,33,male,48634,0,16,20,mobile,1
4217,55,female,165832,14,21,15,mobile,1
4218,19,female,161898,11,24,3,mobile,1
4219,19,female,106821,,34,9,tablet,1
4220,43,female,65775,17,52,,mobile,0
4221,30,male,146546,,36,4,mobile,0
4222,64,male,134090,4,43,9,mobile,1
4223,48,female,94676,10,27,15,mobile,0
4224,51,female,26798,23,,7,mobile,1
4225,56,female,97160,20,17,11,mobile,0
4226,20,male,97751,18,25,19,desktop,1
4227,25,female,60888,21,51,11,desktop,0
4228,,female,69047,0,38,1,tablet,0
4229,31,male,129640,16,42,13,mobile,1
4230,44,male,122614,7,21,13,mobile,0
4231,46,male,65955,22,4,,tablet,0
4232,,female,153054,15,25,,mobile,0
4233,70,male,,,59,19,mobile,0
4234,56,male,141298,25,60,15,mobile,0
4235,,female,105490,10,,19,desktop,1
4236,34,male,59265,26,57,10,mobile,0
4237,58,female,66313,,33,10,desktop,0
4238,47,female,64350,23,39,9,mobile,0
4239,70,male,166450,10,26,19,mobile,0
4240,30,female,129168,,25,11,tablet,0
4241,38,male,47924,7,53,6,tablet,0
4242,36,male,102593,29,16,2,mobile,0
4243,70,male,137490,13,49,10,mobile,0
4244,,female,27312,0,24,15,mobile,1
4245,,male,50353,9,5,5,desktop,0
4246,,female,133744,6,54,18,mobile,1
4247,48,female,36192,17,55,,tablet,0
4248,34,female,168522,11,42,3,desktop,0
4249,,male,156504,1,39,16,mobile,0
4250,49,nan,116548,17,13,17,desktop,0
4251,,female,118991,,,2,desktop,0
4252,27,male,98711,20,60,16,desktop,0
4253,53,male,161367,6,7,20,desktop,1
4254,25,female,26774,19,47,1,mobile,0
4255,69,female,135107,26,17,14,tablet,1
4256,37,male,163262,11,55,16,desktop,1
4257,49,female,182358,19,,9,tablet,1
4258,67,nan,92427,24,35,,desktop,0
4259,31,female,107513,13,,8,tablet,0
4260,67,female,84014,9,42,9,desktop,0
4261,45,male,75256,8,5,2,desktop,1
4262,63,female,118743,22,24,13,mobile,0
4263,,male,111190,29,7,1,mobile,0
4264,70,female,71715,,7,7,desktop,0
4265,41,male,27466,25,54,18,tablet,0
4266,32,female,37637,30,55,5,mobile,0
4267,39,male,150424,19,14,7,mobile,0
4268,47,female,88745,23,55,12,mobile,1
4269,21,male,56317,9,15,17,mobile,0
4270,30,female,154150,18,5,5,desktop,0
4271,40,female,178371,18,37,12,tablet,0
4272,25,male,23543,11,4,,mobile,0
4273,35,nan,142790,,,13,mobile,0
4274,29,male,71052,28,20,16,tablet,0
4275,48,male,42064,26,53,19,mobile,1
4276,31,male,92287,11,26,10,tablet,0
4277,51,female,100442,8,9,12,desktop,0
4278,35,male,140550,28,30,7,mobile,1
4279,51,male,34425,,59,,tablet,0
4280,28,female,71481,19,44,10,mobile,0
4281,58,male,97347,3,48,8,desktop,0
4282,29,male,92317,0,22,15,tablet,1
4283,66,male,70530,15,40,16,tablet,0
4284,32,female,,,41,8,tablet,1
4285,48,male,45888,12,,4,mobile,0
4286,66,female,178563,29,30,17,tablet,0
4287,,female,183424,2,20,4,tablet,0
4288,43,male,172748,11,28,11,tablet,0
4289,35,female,85836,,7,13,desktop,0
4290,49,male,188535,22,53,6,tablet,0
4291,39,male,130478,28,4,14,tablet,0
4292,55,male,68990,30,,7,tablet,1
4293,,male,106544,8,55,12,desktop,0
4294,40,male,,3,35,1,tablet,0
4295,41,female,171293,1,33,10,mobile,1
4296,67,female,148345,21,7,1,tablet,0
4297,,female,92843,21,9,16,mobile,0
4298,,female,49251,8,34,7,desktop,0
4299,23,male,197658,30,39,20,desktop,0
4300,22,male,94418,19,42,6,tablet,1
4301,61,nan,72620,23,34,18,tablet,0
4302,46,male,30040,12,13,20,desktop,0
4303,45,female,196950,13,29,4,desktop,0
4304,28,female,157041,28,35,16,desktop,0
4305,18,female,33162,2,45,1,mobile,0
4306,,female,85435,,10,,mobile,0
4307,36,male,138504,,,2,tablet,0
4308,26,male,94667,14,44,,mobile,0
4309,44,female,148658,21,26,9,desktop,1
4310,51,female,25037,26,35,15,tablet,1
4311,61,female,80526,,28,16,mobile,0
4312,21,female,,26,29,9,tablet,0
4313,,female,165765,9,52,7,mobile,0
4314,35,male,112162,24,6,10,tablet,0
4315,32,female,79090,16,3,7,desktop,0
4316,68,female,153523,12,29,13,desktop,1
4317,30,nan,85560,0,57,2,desktop,1
4318,,male,157034,10,2,12,mobile,0
4319,66,male,109552,4,55,13,tablet,0
4320,23,male,36444,,22,3,tablet,1
4321,65,male,60443,6,46,11,tablet,0
4322,,male,167578,6,47,8,mobile,0
4323,68,male,189456,1,50,11,desktop,0
4324,,male,117229,18,27,18,desktop,0
4325,34,male,,19,51,7,tablet,1
4326,40,female,44248,17,22,12,tablet,0
4327,43,male,197234,9,10,6,mobile,1
4328,46,female,193762,24,,10,tablet,0
4329,50,female,147521,4,49,20,tablet,1
4330,44,female,88008,15,49,15,mobile,0
4331,42,nan,80309,28,19,20,tablet,1
4332,27,female,63237,22,24,15,desktop,1
4333,64,female,146967,26,27,19,mobile,0
4334,40,female,186804,24,36,6,desktop,0
4335,38,female,28104,4,43,19,tablet,1
4336,38,nan,103230,14,,15,tablet,0
4337,60,female,110266,21,56,20,mobile,0
4338,,female,54980,15,10,20,mobile,1
4339,54,female,94990,,54,18,mobile,0
4340,50,female,190632,13,17,,mobile,1
4341,41,male,29554,23,44,7,tablet,0
4342,61,female,111049,16,10,5,tablet,0
4343,28,male,197059,16,10,,desktop,0
4344,34,male,182057,20,38,6,desktop,1
4345,21,female,,15,17,6,mobile,0
4346,64,female,191500,25,26,1,tablet,1
4347,42,male,,8,,19,mobile,0
4348,47,female,37038,1,51,12,mobile,1
4349,26,female,173291,10,,5,mobile,0
4350,38,male,,14,4,7,mobile,0
4351,37,male,47397,2,50,20,mobile,0
4352,36,female,94491,23,27,8,tablet,0
4353,36,female,49602,15,21,19,desktop,0
4354,29,nan,74471,20,36,6,mobile,1
4355,54,male,195299,18,38,15,tablet,1
4356,59,female,117081,21,46,6,mobile,0
4357,34,male,43116,5,,9,tablet,0
4358,,male,26674,,7,4,desktop,0
4359,65,female,168541,4,,16,desktop,1
4360,56,male,25446,4,,10,tablet,0
4361,45,female,144809,5,18,1,mobile,0
4362,,female,40760,17,24,11,desktop,0
4363,52,male,21963,21,,17,mobile,0
4364,64,female,128281,17,13,18,mobile,0
4365,65,male,178334,18,25,,tablet,0
4366,35,male,25177,1,5,,mobile,1
4367,31,female,31160,,39,15,tablet,1
4368,,female,122876,27,,6,tablet,1
4369,61,female,27543,,44,16,tablet,0
4370,58,nan,,,57,2,desktop,1
4371,24,male,59278,12,46,3,mobile,1
4372,58,nan,180679,3,33,17,tablet,0
4373,30,nan,168293,4,24,8,tablet,1
4374,35,female,154395,25,10,20,mobile,1
4375,54,male,72105,,58,15,desktop,1
4376,30,male,96151,30,25,13,tablet,1
4377,53,female,86968,22,41,19,tablet,1
4378,48,female,,30,10,1,tablet,1
4379,19,female,83830,17,39,12,tablet,0
4380,33,nan,93967,27,,,mobile,1
4381,26,female,,26,60,,tablet,1
4382,26,nan,195225,9,28,3,desktop,0
4383,55,male,,24,12,18,mobile,0
4384,28,male,33872,27,44,17,desktop,0
4385,,male,69455,3,58,11,mobile,1
4386,,male,54930,25,32,,mobile,0
4387,53,female,92022,25,51,7,mobile,0
4388,62,male,82714,12,29,18,desktop,0
4389,40,female,144906,12,45,7,desktop,1
4390,62,male,199788,,53,18,tablet,1
4391,62,male,128722,,50,2,desktop,0
4392,51,female,86704,3,27,6,tablet,0
4393,26,male,20415,,26,8,mobile,1
4394,41,male,96441,2,3,17,tablet,0
4395,25,female,131736,10,26,4,desktop,0
4396,,female,90779,11,39,17,mobile,1
4397,53,male,108444,8,1,16,mobile,0
4398,35,male,124448,14,35,15,tablet,0
4399,20,male,29888,12,53,15,tablet,1
4400,45,female,196371,4,,8,desktop,0
4401,23,male,144790,4,46,17,mobile,0
4402,61,female,78765,18,4,19,tablet,0
4403,61,female,35935,10,19,1,mobile,1
4404,38,nan,93002,8,22,13,desktop,0
4405,,female,100631,2,60,6,mobile,0
4406,57,male,21320,17,6,10,tablet,0
4407,18,male,66032,,52,1,desktop,0
4408,53,nan,97763,12,9,12,desktop,1
4409,38,female,168979,24,11,19,mobile,1
4410,60,female,58002,,22,15,tablet,1
4411,52,female,195910,11,47,5,mobile,0
4412,30,female,58912,8,9,2,mobile,0
4413,66,female,20552,9,29,19,mobile,1
4414,27,male,40140,27,43,14,tablet,0
4415,70,male,105591,12,58,9,mobile,0
4416,61,male,199809,19,10,1,mobile,0
4417,64,female,53367,,34,13,desktop,1
4418,70,nan,,12,31,17,desktop,1
4419,27,female,116590,26,22,2,desktop,0
4420,63,male,62124,25,46,14,tablet,1
4421,30,male,196710,30,4,20,mobile,1
4422,54,female,153054,28,2,6,mobile,0
4423,55,female,136322,28,5,6,desktop,0
4424,41,female,126134,21,46,18,mobile,0
4425,19,female,55765,8,15,19,tablet,1
4426,39,male,102606,23,19,9,mobile,0
4427,34,male,116422,9,38,15,desktop,0
4428,53,male,129910,18,59,7,tablet,1
4429,,nan,74681,5,15,,mobile,0
4430,27,male,82349,30,46,5,mobile,0
4431,52,female,120063,28,,,mobile,1
4432,42,female,83474,6,20,20,tablet,0
4433,20,female,180585,14,12,1,mobile,0
4434,64,male,42592,30,4,7,desktop,0
4435,,male,132196,,53,18,desktop,1
4436,34,female,43618,18,38,8,desktop,0
4437,29,nan,,13,43,12,desktop,0
4438,69,female,166481,29,55,10,tablet,0
4439,41,female,29529,15,,6,desktop,0
4440,46,female,142164,13,39,16,desktop,0
4441,60,male,44154,28,57,19,desktop,0
4442,,male,,28,36,18,tablet,0
4443,53,female,64917,24,58,13,tablet,0
4444,,male,,19,15,20,mobile,1
4445,55,male,35701,1,1,7,desktop,1
4446,18,male,88225,8,31,7,mobile,0
4447,,male,139278,2,9,16,tablet,0
4448,45,female,22988,5,23,10,mobile,0
4449,33,male,55919,4,52,15,tablet,1
4450,64,female,199498,13,26,14,mobile,1
4451,34,female,29013,28,40,12,desktop,1
4452,57,male,,14,44,,tablet,0
4453,45,female,154646,17,,8,tablet,0
4454,29,female,,16,60,7,tablet,0
4455,44,male,51368,8,18,9,desktop,0
4456,70,female,52228,18,,14,desktop,0
4457,59,female,66097,,41,7,tablet,0
4458,64,male,179711,24,39,12,tablet,1
4459,47,male,165895,8,,14,desktop,1
4460,58,male,,27,58,11,desktop,0
4461,,male,149802,15,,19,desktop,1
4462,54,male,,25,,6,desktop,1
4463,23,female,24435,5,52,3,desktop,0
4464,24,female,58418,7,15,6,desktop,1
4465,49,male,77955,24,,9,mobile,0
4466,49,male,79507,2,5,2,desktop,0
4467,70,female,71033,21,14,6,desktop,1
4468,42,male,92972,4,,14,tablet,1
4469,50,male,122012,6,46,19,tablet,1
4470,24,female,,22,5,4,mobile,0
4471,69,female,185549,24,11,,desktop,0
4472,,female,193793,0,32,10,tablet,0
4473,33,male,166595,21,51,,tablet,0
4474,33,female,52326,20,5,11,mobile,0
4475,60,male,132626,3,36,13,desktop,0
4476,70,female,193277,25,15,18,tablet,0
4477,53,male,151197,27,53,20,desktop,1
4478,30,male,,15,7,14,mobile,0
4479,24,male,124396,26,5,20,mobile,0
4480,53,female,,13,,20,desktop,0
4481,,female,153783,,15,11,mobile,1
4482,68,female,183509,3,30,5,tablet,0
4483,26,male,179094,9,14,8,mobile,0
4484,49,female,29182,10,24,4,mobile,0
4485,28,female,113177,,24,12,desktop,0
4486,25,male,115066,3,35,6,tablet,0
4487,50,male,144401,,5,8,desktop,0
4488,40,female,,25,12,,desktop,0
4489,42,female,192022,0,20,20,desktop,1
4490,25,female,123806,16,46,10,mobile,0
4491,62,male,163992,26,5,,mobile,0
4492,39,female,42144,9,56,15,desktop,0
4493,,male,,4,36,5,mobile,0
4494,57,male,153637,6,21,3,mobile,1
4495,20,female,108909,,48,15,desktop,0
4496,,female,175763,7,39,2,tablet,0
4497,58,male,150661,1,,2,tablet,0
4498,46,male,53799,8,29,8,mobile,0
4499,51,female,,,54,14,tablet,1
4500,51,female,107919,11,25,,tablet,1
4501,45,nan,133043,25,27,5,mobile,0
4502,,male,180047,30,36,12,tablet,1
4503,32,male,73242,10,52,10,mobile,0
4504,40,female,66546,4,22,1,desktop,0
4505,61,male,174339,11,38,19,tablet,0
4506,,nan,89939,26,35,11,desktop,0
4507,21,female,141265,20,,17,desktop,0
4508,43,male,24897,,,3,mobile,0
4509,57,female,151235,12,24,1,tablet,1
4510,26,female,72540,21,8,17,tablet,0
4511,,male,50030,0,48,6,tablet,0
4512,49,male,,17,54,13,tablet,1
4513,37,female,148070,3,39,20,mobile,1
4514,67,nan,49870,3,18,4,desktop,0
4515,28,female,136565,7,41,5,tablet,0
4516,32,male,,24,3,15,tablet,0
4517,49,male,180554,27,18,14,mobile,0
4518,45,nan,182130,19,16,19,tablet,0
4519,39,female,,5,32,15,tablet,0
4520,58,male,112407,3,,12,desktop,0
4521,34,female,137952,3,1,18,tablet,1
4522,43,female,177451,27,53,14,tablet,0
4523,61,female,129396,10,26,10,desktop,0
4524,24,male,,27,52,8,tablet,0
4525,59,female,,,48,4,desktop,0
4526,43,female,182504,13,12,18,mobile,0
4527,42,male,60426,3,38,8,desktop,0
4528,27,female,69584,12,60,4,desktop,0
4529,62,female,189087,,,11,tablet,1
4530,36,male,93251,29,41,5,tablet,1
4531,28,female,89353,12,53,10,tablet,0
4532,30,nan,115029,24,13,6,tablet,0
4533,70,female,,2,56,4,desktop,0
4534,25,female,24600,22,12,18,mobile,0
4535,57,male,175762,6,13,17,tablet,0
4536,21,female,128286,0,18,7,desktop,0
4537,64,female,53762,10,19,9,mobile,0
4538,48,female,139006,,19,3,mobile,1
4539,45,male,188571,4,,,mobile,1
4540,28,male,158742,,6,4,desktop,1
4541,60,male,37341,21,48,19,tablet,0
4542,18,male,115140,29,7,9,desktop,0
4543,66,male,104074,,7,20,tablet,1
4544,64,female,37015,28,28,6,mobile,1
4545,69,male,130180,12,55,11,mobile,0
4546,55,male,144581,15,28,15,desktop,1
4547,41,nan,69849,,,6,mobile,1
4548,64,female,,14,16,20,desktop,0
4549,48,female,35852,30,17,,tablet,0
4550,58,male,,,,,mobile,0
4551,63,nan,131794,5,19,16,tablet,1
4552,67,female,172330,8,48,4,mobile,0
4553,43,female,82355,2,29,20,tablet,0
4554,66,female,192580,29,48,13,mobile,1
4555,,male,,12,19,5,tablet,1
4556,22,male,,28,47,20,mobile,0
4557,37,female,160967,12,35,19,desktop,0
4558,69,female,53924,21,47,18,tablet,0
4559,58,female,132622,6,25,,tablet,1
4560,28,female,90831,4,60,17,desktop,1
4561,50,male,,25,48,16,desktop,1
4562,67,female,48038,28,20,1,desktop,0
4563,,male,136936,7,37,1,mobile,0
4564,44,nan,29136,7,19,20,desktop,1
4565,51,male,33213,,42,14,mobile,1
4566,32,female,128546,,13,2,mobile,0
4567,49,male,,18,47,15,desktop,1
4568,38,male,62290,28,12,3,desktop,0
4569,63,male,116815,6,49,13,mobile,0
4570,22,female,150374,22,15,19,tablet,0
4571,23,male,62747,3,60,1,tablet,1
4572,55,female,95974,,4,13,desktop,1
4573,39,male,99763,29,,15,tablet,0
4574,,male,149132,12,17,16,mobile,0
4575,31,female,92994,3,27,11,tablet,0
4576,,male,89015,29,11,3,mobile,0
4577,63,female,165959,18,,,desktop,0
4578,30,female,20051,9,23,,desktop,1
4579,48,female,87695,6,15,5,tablet,1
4580,47,nan,48491,4,52,15,desktop,0
4581,20,male,,2,31,9,desktop,0
4582,47,male,54880,21,53,5,mobile,1
4583,23,female,,27,26,10,mobile,0
4584,46,male,,21,7,6,mobile,1
4585,25,male,107685,21,13,11,mobile,1
4586,61,female,100875,,54,4,desktop,0
4587,62,male,114841,28,13,20,mobile,1
4588,60,female,167665,10,52,,mobile,0
4589,61,male,,9,20,20,mobile,0
4590,50,male,108091,27,34,6,tablet,0
4591,34,female,53005,22,10,1,mobile,1
4592,65,male,85471,12,50,18,desktop,0
4593,28,male,146718,6,60,2,desktop,1
4594,30,female,126379,9,52,,mobile,1
4595,67,nan,70728,27,37,16,tablet,1
4596,28,female,159763,3,52,12,tablet,0
4597,48,male,29756,26,51,12,tablet,0
4598,45,female,143670,21,27,,tablet,1
4599,,female,56308,19,34,20,mobile,1
4600,23,female,84079,15,36,19,mobile,1
4601,58,female,85524,19,16,7,desktop,0
4602,33,female,29327,5,59,2,desktop,0
4603,21,male,179592,8,21,6,tablet,1
4604,52,male,194380,27,16,4,tablet,1
4605,65,female,125561,12,17,2,desktop,0
4606,43,male,114436,30,,,desktop,0
4607,29,female,36533,6,,8,tablet,0
4608,28,male,,17,33,5,desktop,1
4609,54,male,113318,13,54,10,tablet,1
4610,42,female,195560,21,5,16,mobile,0
4611,,female,60429,29,27,2,tablet,1
4612,36,male,106348,4,52,,mobile,1
4613,40,nan,93065,21,1,,mobile,0
4614,55,nan,,12,44,2,mobile,0
4615,35,male,113396,23,30,,desktop,0
4616,43,male,33654,7,23,,desktop,1
4617,23,female,153180,14,15,16,tablet,1
4618,21,male,89483,,36,10,mobile,0
4619,,female,27899,8,19,17,tablet,0
4620,68,female,164444,5,30,14,mobile,0
4621,46,female,188754,22,16,12,mobile,1
4622,51,nan,115909,24,55,13,tablet,1
4623,,nan,124971,30,,,tablet,0
4624,60,female,,13,26,,tablet,1
4625,60,female,187655,28,17,17,tablet,1
4626,70,male,49295,22,11,18,desktop,0
4627,33,nan,100565,9,,10,mobile,0
4628,19,male,69574,8,45,13,mobile,0
4629,51,female,121067,16,56,2,desktop,0
4630,25,female,50066,12,29,17,mobile,0
4631,30,male,160017,16,54,6,desktop,0
4632,59,male,49418,18,9,12,mobile,0
4633,25,male,102607,12,,13,desktop,0
4634,47,female,69874,8,17,4,desktop,0
4635,49,female,132158,0,27,15,mobile,0
4636,53,nan,168202,0,37,16,mobile,1
4637,64,male,106257,4,22,19,mobile,0
4638,47,female,150538,7,8,15,tablet,0
4639,18,female,192466,,,6,mobile,0
4640,,nan,69635,3,,20,mobile,0
4641,,male,133023,30,35,6,mobile,0
4642,34,male,119837,21,32,5,tablet,0
4643,37,female,37404,30,8,2,mobile,0
4644,41,male,92629,0,44,,desktop,0
4645,67,female,33156,14,59,2,desktop,1
4646,39,female,,19,27,,tablet,0
4647,46,male,164857,3,32,3,tablet,0
4648,39,male,199431,24,36,6,tablet,0
4649,61,female,34694,8,34,,tablet,1
4650,26,male,187186,21,60,,tablet,0
4651,54,female,89549,23,25,18,mobile,1
4652,27,male,52799,27,31,14,desktop,0
4653,53,male,110288,25,42,10,desktop,1
4654,54,male,162228,19,47,3,mobile,0
4655,45,male,161376,9,13,16,tablet,0
4656,45,female,60645,23,56,16,mobile,1
4657,59,female,190010,14,15,11,tablet,0
4658,60,female,97614,2,54,4,desktop,0
4659,38,male,,1,51,11,desktop,0
4660,,female,118369,21,50,8,tablet,1
4661,59,female,32420,4,,16,mobile,0
4662,57,female,38312,23,52,8,tablet,0
4663,19,male,41395,30,52,9,tablet,0
4664,25,female,,0,33,,desktop,1
4665,,nan,66972,10,31,8,tablet,1
4666,44,male,83294,11,25,16,mobile,0
4667,39,female,,25,48,2,tablet,0
4668,54,nan,140135,2,58,,desktop,0
4669,44,female,199297,22,40,19,mobile,1
4670,46,female,102504,28,23,20,mobile,0
4671,20,female,42854,15,38,20,desktop,0
4672,,female,141373,,3,19,desktop,0
4673,30,female,90780,13,52,19,tablet,0
4674,,male,182001,11,16,18,desktop,0
4675,27,nan,126458,19,2,13,desktop,0
4676,53,male,77103,25,23,17,desktop,0
4677,26,nan,83620,15,34,1,desktop,1
4678,44,female,109590,20,30,5,mobile,0
4679,51,female,104124,7,47,20,mobile,0
4680,68,male,64590,16,10,13,mobile,0
4681,18,male,120196,16,1,6,desktop,0
4682,49,male,92554,27,22,10,tablet,0
4683,42,male,161693,6,52,9,tablet,1
4684,46,female,137781,14,47,6,tablet,0
4685,24,female,20973,28,56,1,tablet,0
4686,66,male,78786,27,33,18,mobile,1
4687,20,male,124919,,25,7,tablet,0
4688,37,male,57097,3,22,10,mobile,1
4689,37,female,141403,,16,12,tablet,1
4690,70,nan,54245,9,30,15,tablet,1
4691,47,male,74841,14,18,17,mobile,0
4692,,female,45346,22,24,3,mobile,1
4693,52,male,125633,29,5,15,tablet,0
4694,66,female,91980,17,53,1,desktop,1
4695,56,nan,110417,13,37,,tablet,0
4696,,female,96942,4,55,6,tablet,1
4697,43,female,125147,8,23,16,tablet,0
4698,31,nan,110975,12,42,12,mobile,0
4699,34,male,25972,28,27,15,tablet,1
4700,35,male,68063,24,55,18,desktop,0
4701,62,female,,18,12,10,tablet,0
4702,69,female,77055,10,,12,desktop,0
4703,46,male,162003,11,34,20,desktop,0
4704,37,male,158774,2,56,,desktop,0
4705,70,female,104834,1,33,5,tablet,0
4706,44,male,,22,16,18,mobile,0
4707,,male,,,29,19,mobile,0
4708,21,female,85252,14,18,12,tablet,0
4709,18,male,66904,4,27,1,tablet,1
4710,67,nan,72320,6,7,2,desktop,1
4711,18,male,51000,3,36,3,tablet,1
4712,43,male,115341,4,27,12,mobile,1
4713,62,female,22599,24,,14,tablet,1
4714,37,male,107636,,10,7,tablet,0
4715,69,female,,14,57,4,tablet,1
4716,40,male,151930,26,11,12,desktop,1
4717,27,nan,177064,15,57,8,tablet,0
4718,28,female,183652,24,30,1,tablet,0
4719,58,male,90916,3,3,,tablet,0
4720,58,female,186872,5,29,1,mobile,0
4721,22,female,139193,17,14,15,desktop,1
4722,18,female,78770,,13,,desktop,1
4723,34,female,57487,,19,13,mobile,0
4724,39,female,,21,25,4,desktop,0
4725,51,male,122342,23,10,15,mobile,0
4726,,female,81457,,15,12,desktop,0
4727,58,female,38836,26,,8,desktop,0
4728,46,male,121150,,40,16,desktop,1
4729,21,male,31394,1,,,tablet,1
4730,22,female,92158,22,38,6,desktop,1
4731,28,male,,15,7,15,tablet,1
4732,68,nan,130599,5,14,7,tablet,0
4733,38,male,45280,26,59,5,tablet,0
4734,52,male,144221,14,30,,mobile,0
4735,29,male,97318,17,40,12,desktop,0
4736,43,male,152231,5,12,11,desktop,0
4737,68,female,90162,12,28,4,desktop,0
4738,,female,174512,23,50,13,tablet,0
4739,62,male,72712,12,14,18,desktop,0
4740,24,male,129578,0,1,8,tablet,0
4741,64,female,198728,15,4,7,tablet,0
4742,24,male,157661,3,49,16,tablet,0
4743,43,female,68241,16,18,,tablet,0
4744,,male,43233,17,51,16,desktop,0
4745,22,female,186083,15,36,16,tablet,1
4746,38,female,,0,32,,mobile,0
4747,31,male,185600,5,28,13,mobile,0
4748,21,male,134506,10,28,13,mobile,1
4749,40,male,81351,5,38,19,tablet,0
4750,59,male,111908,16,32,,desktop,0
4751,,female,71827,3,8,7,desktop,1
4752,32,male,174580,13,25,20,tablet,0
4753,67,female,100501,29,47,18,tablet,0
4754,69,male,88772,13,20,18,tablet,0
4755,62,female,35611,19,33,,mobile,0
4756,46,male,173354,7,30,9,tablet,0
4757,25,male,,21,,16,tablet,0
4758,58,female,162412,1,16,4,desktop,1
4759,65,male,116629,,53,8,desktop,0
4760,36,male,106643,3,25,3,mobile,0
4761,65,nan,,9,38,9,mobile,0
4762,,male,128610,19,53,8,mobile,0
4763,63,male,140332,27,42,12,mobile,0
4764,45,female,103035,23,,14,tablet,0
4765,63,male,38165,20,5,10,tablet,1
4766,44,female,129322,2,8,17,mobile,0
4767,21,male,169332,15,59,11,mobile,0
4768,32,male,74515,9,33,10,desktop,0
4769,52,female,129446,27,37,13,desktop,1
4770,54,female,50480,,1,2,desktop,0
4771,18,female,79789,3,31,1,mobile,1
4772,20,female,52191,0,7,,desktop,0
4773,64,female,79488,21,47,16,mobile,0
4774,41,male,187116,,23,10,tablet,0
4775,44,female,107457,,58,10,mobile,0
4776,,female,,14,24,,tablet,0
4777,53,nan,122476,9,14,,tablet,0
4778,,male,163908,19,23,1,mobile,0
4779,46,female,94525,21,59,13,desktop,0
4780,41,female,72648,17,9,5,mobile,0
4781,41,female,33740,15,8,3,desktop,0
4782,59,male,115716,20,8,13,tablet,0
4783,21,female,,26,3,12,tablet,1
4784,20,male,149677,,58,18,tablet,0
4785,51,male,133917,23,32,5,tablet,1
4786,66,male,181327,18,52,5,mobile,0
4787,40,male,121630,16,4,2,tablet,1
4788,70,female,45221,9,49,6,desktop,0
4789,,male,83265,18,38,7,desktop,0
4790,40,male,20719,,2,,tablet,0
4791,62,female,174212,26,,3,mobile,0
4792,22,male,152141,18,46,20,tablet,1
4793,48,female,74714,4,1,2,tablet,0
4794,70,male,93285,,,10,desktop,0
4795,,female,32935,,11,11,mobile,0
4796,23,male,139362,16,29,13,mobile,0
4797,54,male,64035,26,26,16,desktop,0
4798,27,female,146687,9,27,20,desktop,0
4799,57,male,116256,30,38,11,desktop,0
4800,24,male,179009,29,29,18,mobile,0
4801,56,female,38540,20,33,11,desktop,0
4802,55,male,,20,28,1,desktop,1
4803,38,male,68702,21,31,18,desktop,0
4804,,female,98283,,19,20,tablet,1
4805,20,female,187979,8,48,5,mobile,0
4806,68,female,166293,1,26,2,mobile,0
4807,39,female,74781,17,50,18,tablet,0
4808,64,female,27087,11,29,7,mobile,0
